,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
2521,2020-12-16,Home,D,1.0,1.0,SOU,0.6,1.2,36.0,ARS,64.0,15.0,12.0,13.0,13.0,4.0,12.0,23.0,20.0,78.6,2.1,0.6,2020,75.6,2.0,0.7
2537,2020-12-19,Away,L,1.0,2.0,EVE,1.4,0.6,57.0,ARS,43.0,15.0,13.0,14.0,13.0,5.0,13.0,23.0,20.0,78.9,2.1,0.6,2020,74.9,2.1,0.7
2560,2020-12-26,Home,W,3.0,1.0,CHE,2.0,2.6,40.0,ARS,60.0,15.0,14.0,14.0,14.0,5.0,14.0,25.0,22.0,79.6,2.1,0.6,2020,86.8,2.5,0.4
2587,2020-12-29,Away,W,1.0,0.0,BHA,1.1,0.8,50.0,ARS,50.0,15.0,15.0,17.0,14.0,16.0,15.0,13.0,12.0,79.6,2.1,0.6,2020,73.0,1.9,0.7
2598,2021-01-02,Away,W,4.0,0.0,WBA,3.7,1.0,61.0,ARS,39.0,13.0,16.0,20.0,17.0,19.0,16.0,8.0,8.0,80.5,2.2,0.6,2020,51.6,1.5,1.2
2618,2021-01-14,Home,D,0.0,0.0,CRY,0.4,0.8,67.0,ARS,33.0,11.0,17.0,23.0,20.0,14.0,17.0,22.0,19.0,80.5,2.2,0.6,2020,66.1,1.8,0.9
2636,2021-01-18,Home,W,3.0,0.0,NEW,2.4,0.2,66.0,ARS,34.0,11.0,18.0,24.0,23.0,15.0,17.0,19.0,19.0,81.3,2.2,0.5,2020,61.0,1.6,0.9
2650,2021-01-26,Away,W,3.0,1.0,SOU,2.2,0.8,42.0,ARS,58.0,11.0,19.0,27.0,24.0,10.0,18.0,29.0,29.0,81.8,2.2,0.5,2020,73.1,1.9,0.7
2672,2021-01-30,Home,D,0.0,0.0,MUN,0.9,1.6,43.0,ARS,57.0,9.0,20.0,30.0,27.0,2.0,20.0,40.0,40.0,81.8,2.2,0.5,2020,84.2,2.4,0.5
2691,2021-02-02,Away,L,1.0,2.0,WOL,0.8,1.5,45.0,ARS,55.0,10.0,21.0,31.0,30.0,14.0,21.0,23.0,23.0,80.7,2.1,0.5,2020,72.7,1.8,0.6
2718,2021-02-06,Away,L,0.0,1.0,AVL,0.8,1.2,65.0,ARS,35.0,10.0,22.0,31.0,31.0,9.0,20.0,32.0,32.0,80.8,2.1,0.5,2020,76.2,2.1,0.7
2743,2021-02-14,Home,W,4.0,2.0,LEE,2.3,0.9,46.0,ARS,54.0,11.0,23.0,31.0,31.0,10.0,22.0,32.0,29.0,81.1,2.1,0.5,2020,69.0,2.1,1.0
2771,2021-02-21,Home,L,0.0,1.0,MCI,0.3,1.8,45.0,ARS,55.0,10.0,24.0,34.0,31.0,1.0,24.0,56.0,56.0,81.2,2.1,0.5,2020,93.8,2.9,0.2
2784,2021-02-28,Away,W,3.0,1.0,LEI,2.3,0.4,56.0,ARS,44.0,11.0,25.0,34.0,34.0,3.0,25.0,49.0,46.0,82.4,2.2,0.5,2020,76.4,1.9,0.6
2811,2021-03-06,Away,D,1.0,1.0,BUR,2.5,1.1,59.0,ARS,41.0,10.0,26.0,37.0,34.0,15.0,27.0,29.0,29.0,82.4,2.2,0.5,2020,67.4,1.7,0.7
2847,2021-03-14,Home,W,2.0,1.0,TOT,1.7,0.4,52.0,ARS,48.0,10.0,27.0,38.0,37.0,7.0,27.0,45.0,42.0,83.9,2.3,0.5,2020,80.1,2.2,0.6
2856,2021-03-21,Away,D,3.0,3.0,WHU,1.4,2.4,62.0,ARS,38.0,10.0,28.0,41.0,38.0,5.0,28.0,48.0,48.0,83.1,2.3,0.5,2020,77.4,2.1,0.7
2861,2021-04-03,Home,L,0.0,3.0,LIV,0.1,2.4,36.0,ARS,64.0,9.0,29.0,42.0,41.0,7.0,29.0,46.0,43.0,81.4,2.2,0.5,2020,88.9,2.6,0.4
2891,2021-04-11,Away,W,3.0,0.0,SHU,1.7,0.3,55.0,ARS,45.0,10.0,30.0,42.0,42.0,20.0,30.0,14.0,14.0,82.3,2.2,0.5,2020,56.9,1.5,1.0
2906,2021-04-18,Home,D,1.0,1.0,FUL,2.7,0.9,69.0,ARS,31.0,9.0,31.0,45.0,42.0,18.0,32.0,26.0,26.0,83.5,2.3,0.5,2020,70.0,1.7,0.7
2920,2021-04-23,Home,L,0.0,1.0,EVE,0.8,0.5,59.0,ARS,41.0,9.0,32.0,46.0,45.0,8.0,31.0,49.0,48.0,83.5,2.3,0.5,2020,72.5,1.9,0.7
2946,2021-05-02,Away,W,2.0,0.0,NEW,2.0,0.3,61.0,ARS,39.0,10.0,33.0,46.0,46.0,16.0,33.0,36.0,35.0,83.9,2.2,0.4,2020,63.3,1.7,1.0
2966,2021-05-09,Home,W,3.0,1.0,WBA,0.9,1.8,65.0,ARS,35.0,9.0,34.0,49.0,46.0,19.0,34.0,26.0,25.0,83.0,2.2,0.4,2020,61.0,1.8,1.1
2978,2021-05-12,Away,W,1.0,0.0,CHE,0.6,1.8,33.0,ARS,67.0,9.0,36.0,55.0,49.0,4.0,36.0,64.0,61.0,83.0,2.2,0.4,2020,89.9,2.4,0.2
3008,2021-05-19,Away,W,3.0,1.0,CRY,1.8,1.0,68.0,ARS,32.0,9.0,36.0,55.0,55.0,13.0,36.0,44.0,41.0,82.7,2.2,0.5,2020,61.9,1.7,1.0
3031,2021-05-23,Home,W,2.0,0.0,BHA,0.8,0.2,54.0,ARS,46.0,9.0,37.0,58.0,55.0,16.0,37.0,41.0,38.0,83.7,2.2,0.4,2020,78.7,2.0,0.5
3041,2021-08-13,Away,L,0.0,2.0,BRE,1.3,1.2,64.0,ARS,36.0,,,,,,,,,81.2,2.1,0.5,2021,63.3,1.7,0.9
3074,2021-08-22,Home,L,0.0,2.0,CHE,0.3,3.1,35.0,ARS,65.0,17.0,1.0,0.0,,2.0,1.0,3.0,,78.0,2.1,0.6,2021,89.6,2.5,0.3
3082,2021-08-28,Away,L,0.0,5.0,MCI,0.2,4.4,20.0,ARS,80.0,19.0,2.0,0.0,0.0,9.0,2.0,3.0,0.0,75.8,2.0,0.7,2021,93.3,2.9,0.2
3113,2021-09-11,Home,W,1.0,0.0,NOR,2.7,0.7,51.0,ARS,49.0,20.0,3.0,0.0,0.0,19.0,3.0,0.0,0.0,76.3,2.0,0.7,2021,59.4,1.6,1.0
3131,2021-09-18,Away,W,1.0,0.0,BUR,1.1,1.0,54.0,ARS,46.0,16.0,4.0,3.0,0.0,18.0,4.0,1.0,1.0,76.3,2.0,0.7,2021,63.9,1.8,1.0
3156,2021-09-26,Home,W,3.0,1.0,TOT,1.1,1.0,46.0,ARS,54.0,13.0,5.0,6.0,3.0,7.0,5.0,9.0,9.0,76.8,2.0,0.6,2021,74.2,2.1,0.8
3162,2021-10-02,Away,D,0.0,0.0,BHA,0.4,1.1,42.0,ARS,58.0,10.0,6.0,9.0,6.0,6.0,6.0,13.0,12.0,76.8,2.0,0.6,2021,73.7,1.9,0.6
3199,2021-10-18,Home,D,2.0,2.0,CRY,1.7,0.7,54.0,ARS,46.0,11.0,7.0,10.0,9.0,14.0,7.0,7.0,6.0,76.2,2.0,0.6,2021,67.0,1.8,0.9
3201,2021-10-22,Home,W,3.0,1.0,AVL,2.7,1.4,53.0,ARS,47.0,12.0,8.0,11.0,10.0,13.0,8.0,10.0,10.0,76.2,2.0,0.6,2021,73.0,2.0,0.8
3227,2021-10-30,Away,W,2.0,0.0,LEI,0.7,1.3,36.0,ARS,64.0,10.0,9.0,14.0,11.0,9.0,9.0,14.0,11.0,77.5,2.1,0.6,2021,74.3,2.1,0.8
3252,2021-11-07,Home,W,1.0,0.0,WAT,1.6,0.5,60.0,ARS,40.0,6.0,10.0,17.0,14.0,16.0,10.0,10.0,10.0,77.7,2.0,0.6,2021,59.6,1.6,1.0
3266,2021-11-20,Away,L,0.0,4.0,LIV,0.4,4.3,38.0,ARS,62.0,5.0,11.0,20.0,17.0,4.0,11.0,22.0,22.0,76.4,2.0,0.6,2021,91.8,3.1,0.4
3289,2021-11-27,Home,W,2.0,0.0,NEW,2.5,0.3,66.0,ARS,34.0,5.0,12.0,20.0,20.0,20.0,12.0,6.0,5.0,76.4,2.0,0.6,2021,61.9,1.8,1.1
3314,2021-12-02,Away,L,2.0,3.0,MUN,1.4,1.9,56.0,ARS,44.0,5.0,13.0,23.0,20.0,8.0,13.0,18.0,17.0,77.6,2.0,0.6,2021,79.0,2.3,0.7
3336,2021-12-06,Away,L,1.0,2.0,EVE,1.0,0.9,63.0,ARS,37.0,5.0,14.0,23.0,23.0,14.0,14.0,15.0,15.0,76.6,2.0,0.6,2021,70.3,1.9,0.8
3340,2021-12-11,Home,W,3.0,0.0,SOU,1.8,0.6,61.0,ARS,39.0,7.0,15.0,23.0,23.0,16.0,15.0,16.0,15.0,76.6,2.0,0.6,2021,69.5,1.8,0.8
3363,2021-12-15,Home,W,2.0,0.0,WHU,2.8,0.4,55.0,ARS,45.0,6.0,16.0,26.0,23.0,4.0,16.0,28.0,27.0,79.4,2.1,0.6,2021,76.1,2.0,0.7
3370,2021-12-18,Away,W,4.0,1.0,LEE,3.5,1.6,49.0,ARS,51.0,4.0,17.0,29.0,26.0,16.0,17.0,16.0,16.0,80.6,2.2,0.6,2021,66.6,1.9,1.0
3387,2021-12-26,Away,W,5.0,0.0,NOR,2.5,0.1,64.0,ARS,36.0,4.0,18.0,32.0,29.0,20.0,17.0,10.0,10.0,81.9,2.2,0.5,2021,54.1,1.5,1.1
3409,2022-01-01,Home,L,1.0,2.0,MCI,0.8,2.0,29.0,ARS,71.0,4.0,19.0,35.0,32.0,1.0,20.0,50.0,47.0,81.8,2.2,0.5,2021,93.9,3.0,0.2
3461,2022-01-23,Home,D,0.0,0.0,BUR,1.2,0.4,75.0,ARS,25.0,6.0,20.0,35.0,35.0,20.0,17.0,11.0,11.0,81.7,2.1,0.5,2021,64.6,1.7,0.9
3485,2022-02-10,Away,W,1.0,0.0,WOL,1.8,0.8,42.0,ARS,58.0,6.0,21.0,36.0,35.0,8.0,21.0,34.0,31.0,81.7,2.1,0.5,2021,74.0,1.7,0.5
3521,2022-02-19,Home,W,2.0,1.0,BRE,1.7,0.6,66.0,ARS,34.0,6.0,22.0,39.0,36.0,14.0,25.0,24.0,23.0,81.9,2.1,0.5,2021,67.6,1.8,0.8
3535,2022-02-24,Home,W,2.0,1.0,WOL,3.1,1.0,56.0,ARS,44.0,5.0,24.0,45.0,39.0,7.0,25.0,40.0,37.0,81.8,2.1,0.5,2021,75.0,1.7,0.5
3570,2022-03-06,Away,W,3.0,2.0,WAT,1.0,1.0,56.0,ARS,44.0,6.0,24.0,45.0,45.0,19.0,26.0,19.0,18.0,81.5,2.2,0.5,2021,60.0,1.7,1.0
3598,2022-03-13,Home,W,2.0,0.0,LEI,2.4,0.4,46.0,ARS,54.0,4.0,25.0,48.0,45.0,12.0,25.0,33.0,30.0,81.9,2.2,0.5,2021,69.8,2.1,1.0
3605,2022-03-16,Home,L,0.0,2.0,LIV,0.5,0.8,49.0,ARS,51.0,4.0,27.0,51.0,48.0,2.0,29.0,69.0,63.0,81.9,2.2,0.5,2021,93.1,2.9,0.3
3611,2022-03-19,Away,W,1.0,0.0,AVL,1.3,0.5,53.0,ARS,47.0,4.0,27.0,51.0,51.0,9.0,28.0,36.0,36.0,82.7,2.2,0.5,2021,76.2,2.0,0.6
3635,2022-04-04,Away,L,0.0,3.0,CRY,0.8,1.5,68.0,ARS,32.0,4.0,28.0,54.0,51.0,12.0,29.0,34.0,33.0,81.6,2.1,0.5,2021,74.3,1.9,0.7
3642,2022-04-09,Home,L,1.0,2.0,BHA,1.9,0.6,64.0,ARS,36.0,5.0,29.0,54.0,54.0,13.0,30.0,34.0,33.0,81.6,2.1,0.5,2021,74.6,1.8,0.6
3663,2022-04-16,Away,L,0.0,1.0,SOU,1.7,0.8,75.0,ARS,25.0,5.0,30.0,54.0,54.0,14.0,31.0,36.0,36.0,81.3,2.2,0.5,2021,66.3,1.9,1.0
3673,2022-04-20,Away,W,4.0,2.0,CHE,2.0,0.7,33.0,ARS,67.0,5.0,32.0,57.0,54.0,3.0,30.0,62.0,59.0,82.4,2.2,0.5,2021,87.6,2.5,0.4
3691,2022-04-23,Home,W,3.0,1.0,MUN,2.3,1.8,54.0,ARS,46.0,5.0,32.0,57.0,57.0,6.0,33.0,54.0,54.0,82.4,2.2,0.5,2021,76.5,2.1,0.7
3716,2022-05-01,Away,W,2.0,1.0,WHU,0.9,0.5,43.0,ARS,57.0,4.0,33.0,60.0,57.0,7.0,34.0,52.0,52.0,82.3,2.2,0.5,2021,72.0,1.9,0.8
3740,2022-05-08,Home,W,2.0,1.0,LEE,2.0,0.3,64.0,ARS,36.0,4.0,34.0,63.0,60.0,17.0,34.0,34.0,34.0,82.5,2.2,0.5,2021,61.8,1.8,1.1
3755,2022-05-12,Away,L,0.0,3.0,TOT,0.5,2.7,43.0,ARS,57.0,4.0,36.0,66.0,63.0,5.0,36.0,65.0,61.0,82.5,2.2,0.5,2021,81.4,2.3,0.6
3770,2022-05-16,Away,L,0.0,2.0,NEW,0.6,1.6,49.0,ARS,51.0,4.0,36.0,66.0,66.0,14.0,36.0,43.0,43.0,78.9,2.1,0.6,2021,71.6,1.8,0.7
3781,2022-05-22,Home,W,5.0,1.0,EVE,4.2,1.1,73.0,ARS,27.0,5.0,37.0,66.0,66.0,16.0,37.0,39.0,36.0,80.2,2.2,0.6,2021,63.7,1.8,1.0
3800,2022-08-05,Away,W,2.0,0.0,CRY,1.0,1.2,44.0,ARS,56.0,,,,,,,,,79.2,2.2,0.6,2022,70.6,1.8,0.7
3833,2022-08-13,Home,W,4.0,2.0,LEI,2.7,0.5,50.0,ARS,50.0,3.0,1.0,3.0,,11.0,1.0,1.0,,79.9,2.2,0.6,2022,69.6,2.0,0.9
3842,2022-08-20,Away,W,3.0,0.0,BOU,1.3,0.3,57.0,ARS,43.0,2.0,2.0,6.0,3.0,11.0,2.0,3.0,3.0,80.8,2.3,0.6,2022,57.5,1.5,1.0
3867,2022-08-27,Home,W,2.0,1.0,FUL,2.6,0.8,71.0,ARS,29.0,1.0,3.0,9.0,6.0,7.0,3.0,5.0,2.0,81.4,2.3,0.6,2022,62.1,1.7,1.0
3889,2022-08-31,Home,W,2.0,1.0,AVL,2.4,0.4,59.0,ARS,41.0,1.0,4.0,12.0,9.0,15.0,4.0,3.0,3.0,81.4,2.3,0.6,2022,70.2,1.9,0.8
3917,2022-09-04,Away,L,1.0,3.0,MUN,1.3,1.5,60.0,ARS,40.0,1.0,5.0,15.0,12.0,5.0,5.0,9.0,6.0,80.7,2.3,0.6,2022,75.6,2.1,0.8
3931,2022-09-18,Away,W,3.0,0.0,BRE,1.5,0.5,63.0,ARS,37.0,1.0,6.0,15.0,15.0,8.0,6.0,9.0,6.0,81.5,2.3,0.6,2022,68.8,2.0,0.9
3942,2022-10-01,Home,W,3.0,1.0,TOT,2.4,1.6,64.0,ARS,36.0,1.0,7.0,18.0,15.0,3.0,7.0,17.0,14.0,82.5,2.3,0.6,2022,81.0,2.3,0.6
3970,2022-10-09,Home,W,3.0,2.0,LIV,2.7,1.1,43.0,ARS,57.0,1.0,8.0,21.0,18.0,9.0,7.0,10.0,9.0,83.9,2.4,0.5,2022,88.6,2.9,0.5
3986,2022-10-16,Away,W,1.0,0.0,LEE,0.5,1.8,53.0,ARS,47.0,1.0,9.0,24.0,21.0,14.0,8.0,9.0,9.0,82.9,2.3,0.5,2022,64.9,1.8,1.0
4024,2022-10-23,Away,D,1.0,1.0,SOU,1.0,0.7,59.0,ARS,41.0,1.0,10.0,27.0,24.0,14.0,11.0,11.0,8.0,83.7,2.3,0.5,2022,62.3,1.7,1.0
4051,2022-10-30,Home,W,5.0,0.0,NFO,2.3,0.4,69.0,ARS,31.0,1.0,11.0,28.0,27.0,20.0,12.0,9.0,6.0,84.7,2.3,0.5,2022,53.9,1.5,1.2
4068,2022-11-06,Away,W,1.0,0.0,CHE,2.1,0.3,55.0,ARS,45.0,1.0,12.0,31.0,28.0,6.0,12.0,21.0,21.0,85.3,2.3,0.4,2022,81.5,2.2,0.5
4087,2022-11-12,Away,W,2.0,0.0,WOL,2.1,0.7,62.0,ARS,38.0,1.0,13.0,34.0,31.0,19.0,14.0,10.0,10.0,85.9,2.3,0.4,2022,62.9,1.6,0.9
4104,2022-12-26,Home,W,3.0,1.0,WHU,2.1,1.0,66.0,ARS,34.0,1.0,14.0,37.0,34.0,16.0,15.0,14.0,14.0,86.1,2.3,0.4,2022,73.1,1.8,0.7
4126,2022-12-31,Away,W,4.0,2.0,BHA,2.9,1.2,32.0,ARS,68.0,1.0,15.0,40.0,37.0,7.0,15.0,24.0,21.0,86.1,2.3,0.4,2022,77.9,2.2,0.7
4141,2023-01-03,Home,D,0.0,0.0,NEW,1.1,1.0,66.0,ARS,34.0,1.0,16.0,43.0,40.0,3.0,17.0,34.0,33.0,86.1,2.4,0.4,2022,81.7,2.1,0.5
4171,2023-01-15,Away,W,2.0,0.0,TOT,1.8,1.6,49.0,ARS,51.0,1.0,17.0,44.0,43.0,5.0,18.0,33.0,30.0,86.5,2.4,0.4,2022,78.1,2.3,0.8
4190,2023-01-22,Home,W,3.0,2.0,MUN,3.1,0.4,57.0,ARS,43.0,1.0,18.0,47.0,44.0,3.0,19.0,39.0,39.0,87.2,2.4,0.4,2022,80.8,2.3,0.6
4210,2023-02-04,Away,L,0.0,1.0,EVE,0.9,1.7,70.0,ARS,30.0,1.0,19.0,50.0,47.0,19.0,20.0,15.0,15.0,85.8,2.4,0.4,2022,60.5,1.6,1.0
4226,2023-02-11,Home,D,1.0,1.0,BRE,1.6,2.0,69.0,ARS,31.0,1.0,20.0,50.0,50.0,7.0,21.0,33.0,30.0,85.8,2.4,0.4,2022,72.6,2.0,0.8
4240,2023-02-15,Home,L,1.0,3.0,MCI,1.6,1.8,63.0,ARS,37.0,2.0,22.0,51.0,50.0,1.0,23.0,51.0,45.0,84.2,2.4,0.5,2022,90.7,2.8,0.4
4243,2023-02-18,Away,W,4.0,2.0,AVL,3.2,0.5,67.0,ARS,33.0,2.0,22.0,51.0,51.0,11.0,22.0,28.0,28.0,84.2,2.4,0.5,2022,71.8,1.9,0.8
4271,2023-02-25,Away,W,1.0,0.0,LEI,0.7,0.0,65.0,ARS,35.0,1.0,23.0,54.0,51.0,14.0,23.0,24.0,24.0,85.0,2.4,0.5,2022,68.9,2.0,0.9
4279,2023-03-01,Home,W,4.0,0.0,EVE,2.6,1.2,73.0,ARS,27.0,1.0,25.0,60.0,54.0,18.0,25.0,21.0,21.0,85.7,2.4,0.5,2022,60.8,1.6,1.0
4282,2023-03-04,Home,W,3.0,2.0,BOU,2.1,1.3,79.0,ARS,21.0,1.0,25.0,60.0,60.0,19.0,24.0,21.0,21.0,85.7,2.4,0.5,2022,56.8,1.6,1.1
4316,2023-03-12,Away,W,3.0,0.0,FUL,2.3,0.8,55.0,ARS,45.0,1.0,25.0,60.0,60.0,9.0,27.0,39.0,39.0,85.2,2.5,0.5,2022,68.2,1.8,0.9
4338,2023-03-19,Home,W,4.0,1.0,CRY,1.6,0.8,62.0,ARS,38.0,1.0,27.0,66.0,60.0,12.0,27.0,27.0,27.0,85.8,2.5,0.5,2022,67.8,1.6,0.7
4350,2023-04-01,Home,W,4.0,1.0,LEE,3.8,0.7,66.0,ARS,34.0,1.0,28.0,69.0,66.0,14.0,27.0,26.0,23.0,85.7,2.6,0.5,2022,66.2,1.9,1.0
4389,2023-04-09,Away,D,2.0,2.0,LIV,1.4,3.9,41.0,ARS,59.0,1.0,29.0,72.0,69.0,8.0,28.0,43.0,42.0,85.7,2.6,0.5,2022,82.5,2.5,0.6
4406,2023-04-16,Away,D,2.0,2.0,WHU,2.7,1.8,70.0,ARS,30.0,1.0,30.0,73.0,72.0,14.0,29.0,30.0,27.0,83.8,2.6,0.6,2022,71.1,1.8,0.7
4413,2023-04-21,Home,D,3.0,3.0,SOU,2.5,1.3,74.0,ARS,26.0,1.0,31.0,74.0,73.0,20.0,31.0,23.0,23.0,83.8,2.6,0.6,2022,61.0,1.6,0.9
4437,2023-04-26,Away,L,1.0,4.0,MCI,0.5,2.5,48.0,ARS,52.0,1.0,31.0,74.0,74.0,2.0,30.0,70.0,67.0,82.5,2.6,0.7,2022,92.5,3.0,0.3
1523,2019-08-10,Away,L,1.0,3.0,TOT,0.7,2.4,30.0,AVL,70.0,,,,,,,,,65.6,1.8,0.9,2019,76.4,2.1,0.7
1548,2019-08-17,Home,L,1.0,2.0,BOU,2.0,1.6,63.0,AVL,37.0,15.0,1.0,0.0,,8.0,1.0,1.0,,65.6,1.8,0.9,2019,67.1,2.0,1.0
1561,2019-08-23,Home,W,2.0,0.0,EVE,1.0,1.3,36.0,AVL,64.0,17.0,2.0,0.0,0.0,9.0,2.0,4.0,1.0,64.6,1.7,0.9,2019,78.4,2.0,0.5
1581,2019-08-31,Away,L,0.0,1.0,CRY,0.4,1.4,48.0,AVL,52.0,16.0,3.0,3.0,0.0,10.0,3.0,4.0,1.0,64.0,1.7,0.9,2019,71.1,1.9,0.8
1619,2019-09-16,Home,D,0.0,0.0,WHU,1.3,0.6,46.0,AVL,54.0,18.0,4.0,3.0,3.0,7.0,4.0,7.0,4.0,64.3,1.7,0.9,2019,69.7,2.0,0.9
1639,2019-09-22,Away,L,2.0,3.0,ARS,1.5,2.4,42.0,AVL,58.0,17.0,5.0,4.0,3.0,7.0,5.0,8.0,7.0,64.6,1.7,0.9,2019,78.6,2.4,0.8
1641,2019-09-28,Home,D,2.0,2.0,BUR,1.0,1.5,60.0,AVL,40.0,18.0,6.0,4.0,4.0,9.0,6.0,8.0,5.0,64.1,1.7,0.9,2019,69.8,1.9,0.8
1668,2019-10-05,Away,W,5.0,1.0,NOR,3.0,2.6,43.0,AVL,57.0,18.0,7.0,5.0,4.0,17.0,7.0,6.0,6.0,65.7,1.8,0.9,2019,60.3,1.8,1.1
1693,2019-10-19,Home,W,2.0,1.0,BHA,3.0,1.2,49.0,AVL,51.0,15.0,8.0,8.0,5.0,14.0,8.0,9.0,6.0,66.1,1.9,1.0,2019,67.6,1.8,0.8
1702,2019-10-26,Away,L,0.0,3.0,MCI,1.0,2.9,37.0,AVL,63.0,12.0,9.0,11.0,8.0,2.0,9.0,19.0,16.0,66.1,1.9,1.0,2019,95.4,3.4,0.2
1723,2019-11-02,Home,L,1.0,2.0,LIV,0.4,2.4,27.0,AVL,73.0,15.0,10.0,11.0,11.0,1.0,10.0,28.0,25.0,65.8,1.9,1.0,2019,92.7,2.9,0.3
1756,2019-11-10,Away,L,1.0,2.0,WOL,0.6,2.4,50.0,AVL,50.0,16.0,11.0,11.0,11.0,12.0,11.0,13.0,12.0,65.6,1.9,1.0,2019,73.7,1.8,0.6
1778,2019-11-25,Home,W,2.0,0.0,NEW,2.3,0.6,61.0,AVL,39.0,17.0,12.0,11.0,11.0,13.0,12.0,15.0,12.0,67.1,1.9,0.9,2019,64.1,1.7,0.9
1797,2019-12-01,Away,D,2.0,2.0,MUN,1.2,1.7,38.0,AVL,62.0,15.0,13.0,14.0,11.0,9.0,13.0,17.0,16.0,67.5,1.9,0.9,2019,80.1,2.1,0.6
1811,2019-12-04,Away,L,1.0,2.0,CHE,1.0,1.8,36.0,AVL,64.0,15.0,14.0,15.0,14.0,4.0,14.0,26.0,26.0,67.5,1.9,0.9,2019,86.1,2.6,0.5
1837,2019-12-08,Home,L,1.0,4.0,LEI,1.2,4.6,41.0,AVL,59.0,16.0,15.0,15.0,15.0,2.0,15.0,35.0,32.0,66.1,1.9,1.0,2019,84.5,2.3,0.5
1841,2019-12-14,Away,L,0.0,2.0,SHU,1.1,1.7,44.0,AVL,56.0,17.0,16.0,15.0,15.0,8.0,16.0,22.0,19.0,65.2,1.9,1.0,2019,70.4,1.8,0.7
1866,2019-12-21,Home,L,1.0,3.0,SOU,1.1,2.8,56.0,AVL,44.0,17.0,17.0,15.0,15.0,18.0,17.0,15.0,15.0,63.9,1.9,1.1,2019,66.8,1.9,1.0
1885,2019-12-26,Home,W,1.0,0.0,NOR,0.6,1.2,43.0,AVL,57.0,18.0,18.0,15.0,15.0,19.0,18.0,12.0,12.0,63.9,1.9,1.1,2019,59.3,1.7,1.1
1900,2019-12-28,Away,L,0.0,3.0,WAT,0.6,2.8,51.0,AVL,49.0,18.0,19.0,18.0,15.0,19.0,19.0,13.0,12.0,61.6,1.9,1.2,2019,70.4,1.9,0.8
1925,2020-01-01,Away,W,2.0,1.0,BUR,1.3,2.2,38.0,AVL,62.0,18.0,20.0,18.0,18.0,13.0,20.0,24.0,24.0,61.6,1.9,1.2,2019,68.8,1.8,0.8
1954,2020-01-12,Home,L,1.0,6.0,MCI,1.1,2.8,30.0,AVL,70.0,17.0,21.0,21.0,18.0,3.0,21.0,44.0,41.0,60.8,1.9,1.2,2019,94.1,3.2,0.3
1971,2020-01-18,Away,D,1.0,1.0,BHA,0.6,1.1,45.0,AVL,55.0,18.0,22.0,21.0,21.0,14.0,22.0,24.0,24.0,62.0,1.9,1.1,2019,70.4,1.9,0.8
1987,2020-01-21,Home,W,2.0,1.0,WAT,1.3,1.8,64.0,AVL,36.0,18.0,23.0,22.0,21.0,17.0,23.0,23.0,22.0,62.0,1.9,1.1,2019,72.4,1.9,0.7
2002,2020-02-01,Away,L,1.0,2.0,BOU,1.7,2.2,60.0,AVL,40.0,16.0,24.0,25.0,22.0,18.0,24.0,23.0,20.0,61.8,1.9,1.2,2019,63.5,1.8,1.0
2035,2020-02-16,Home,L,2.0,3.0,TOT,1.8,3.4,55.0,AVL,45.0,17.0,25.0,25.0,25.0,5.0,25.0,37.0,34.0,61.3,1.9,1.2,2019,79.2,2.3,0.7
2045,2020-02-22,Away,L,0.0,2.0,SOU,0.5,2.6,54.0,AVL,46.0,17.0,26.0,25.0,25.0,12.0,26.0,31.0,31.0,61.3,1.9,1.2,2019,70.9,2.0,0.8
2094,2020-03-09,Away,L,0.0,4.0,LEI,0.5,2.1,36.0,AVL,64.0,19.0,27.0,25.0,25.0,3.0,28.0,50.0,50.0,59.6,1.8,1.2,2019,81.6,2.2,0.5
2096,2020-06-17,Home,D,0.0,0.0,SHU,1.4,0.3,46.0,AVL,54.0,19.0,28.0,25.0,25.0,7.0,28.0,43.0,40.0,60.7,1.8,1.2,2019,72.9,1.7,0.6
2113,2020-06-21,Home,L,1.0,2.0,CHE,1.0,1.1,27.0,AVL,73.0,19.0,30.0,26.0,25.0,4.0,29.0,48.0,45.0,61.9,1.8,1.1,2019,85.4,2.4,0.5
2128,2020-06-24,Away,D,1.0,1.0,NEW,1.6,0.9,48.0,AVL,52.0,19.0,30.0,26.0,26.0,13.0,30.0,38.0,35.0,61.9,1.8,1.1,2019,63.7,1.6,0.9
2141,2020-06-27,Home,L,0.0,1.0,WOL,0.6,0.7,48.0,AVL,52.0,19.0,31.0,27.0,26.0,6.0,31.0,49.0,46.0,61.9,1.8,1.1,2019,81.9,2.0,0.4
2174,2020-07-05,Away,L,0.0,2.0,LIV,0.7,0.7,30.0,AVL,70.0,18.0,32.0,27.0,27.0,1.0,32.0,86.0,86.0,63.0,1.8,1.0,2019,91.4,2.8,0.3
2196,2020-07-09,Home,L,0.0,3.0,MUN,0.5,2.3,34.0,AVL,66.0,18.0,33.0,27.0,27.0,5.0,33.0,55.0,52.0,63.0,1.8,1.0,2019,88.3,2.5,0.4
