,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
173,2017-10-21,Away,L,0.0,1.0,SOU,0.4,2.0,35.0,WBA,65.0,10.0,8.0,10.0,9.0,11.0,8.0,9.0,8.0,53.6,1.3,1.0,2017,61.9,1.6,0.9
187,2017-10-28,Home,L,2.0,3.0,MCI,1.5,2.3,23.0,WBA,77.0,13.0,9.0,10.0,10.0,1.0,9.0,25.0,22.0,54.8,1.4,1.0,2017,90.8,3.2,0.5
211,2017-11-04,Away,L,0.0,1.0,HUD,0.4,0.3,50.0,WBA,50.0,15.0,10.0,10.0,10.0,13.0,10.0,12.0,12.0,54.7,1.4,1.0,2017,47.2,1.2,1.1
233,2017-11-18,Home,L,0.0,4.0,CHE,0.8,1.6,39.0,WBA,61.0,16.0,11.0,10.0,10.0,4.0,11.0,22.0,19.0,52.9,1.3,1.0,2017,84.0,2.6,0.6
251,2017-11-25,Away,D,1.0,1.0,TOT,0.7,1.8,28.0,WBA,72.0,17.0,12.0,10.0,10.0,4.0,12.0,23.0,23.0,52.9,1.3,1.0,2017,83.9,2.4,0.5
265,2017-11-28,Home,D,2.0,2.0,NEW,1.5,0.9,48.0,WBA,52.0,17.0,13.0,11.0,10.0,14.0,13.0,14.0,14.0,53.1,1.4,1.0,2017,53.2,1.5,1.1
287,2017-12-02,Home,D,0.0,0.0,CRY,1.9,0.6,51.0,WBA,49.0,17.0,14.0,12.0,11.0,20.0,14.0,9.0,8.0,53.1,1.4,1.0,2017,58.1,1.6,1.0
300,2017-12-09,Away,L,0.0,1.0,SWA,0.3,1.5,46.0,WBA,54.0,17.0,15.0,13.0,12.0,20.0,15.0,9.0,9.0,53.4,1.4,1.0,2017,51.9,1.3,1.0
331,2017-12-13,Away,D,0.0,0.0,LIV,0.4,2.1,30.0,WBA,70.0,17.0,16.0,13.0,13.0,4.0,16.0,30.0,29.0,53.5,1.3,1.0,2017,84.4,2.7,0.7
355,2017-12-17,Home,L,1.0,2.0,MUN,1.1,0.7,44.0,WBA,56.0,17.0,17.0,14.0,13.0,2.0,17.0,38.0,35.0,54.1,1.3,1.0,2017,80.9,2.4,0.7
376,2017-12-23,Away,L,1.0,3.0,STK,2.0,1.4,57.0,WBA,43.0,19.0,18.0,14.0,14.0,17.0,18.0,16.0,16.0,54.4,1.3,0.9,2017,55.3,1.7,1.3
390,2017-12-26,Home,D,0.0,0.0,EVE,1.5,0.4,52.0,WBA,48.0,19.0,19.0,14.0,14.0,9.0,19.0,26.0,25.0,54.4,1.3,0.9,2017,60.0,1.7,1.0
415,2017-12-31,Home,D,1.0,1.0,ARS,1.5,0.9,35.0,WBA,65.0,19.0,20.0,15.0,14.0,6.0,20.0,37.0,34.0,54.6,1.3,0.9,2017,82.9,2.8,0.8
433,2018-01-02,Away,L,1.0,2.0,WHU,1.0,1.3,47.0,WBA,53.0,19.0,21.0,16.0,15.0,18.0,20.0,18.0,17.0,54.6,1.3,0.9,2017,55.6,1.7,1.2
451,2018-01-13,Home,W,2.0,0.0,BHA,1.0,0.6,44.0,WBA,56.0,19.0,22.0,16.0,16.0,12.0,22.0,23.0,22.0,55.6,1.4,0.9,2017,50.0,1.3,1.1
475,2018-01-20,Away,D,1.0,1.0,EVE,1.1,1.1,44.0,WBA,56.0,19.0,23.0,19.0,16.0,9.0,23.0,27.0,27.0,56.0,1.4,0.9,2017,56.5,1.6,1.1
486,2018-01-31,Away,L,0.0,3.0,MCI,0.2,2.3,27.0,WBA,73.0,19.0,24.0,20.0,19.0,1.0,24.0,65.0,62.0,56.0,1.4,0.9,2017,90.1,3.1,0.5
508,2018-02-03,Home,L,2.0,3.0,SOU,0.8,0.9,39.0,WBA,61.0,20.0,25.0,20.0,20.0,18.0,25.0,23.0,22.0,54.4,1.4,1.0,2017,59.9,1.7,1.1
539,2018-02-12,Away,L,0.0,3.0,CHE,0.7,1.9,43.0,WBA,57.0,20.0,26.0,20.0,20.0,4.0,26.0,50.0,50.0,53.7,1.4,1.0,2017,81.0,2.4,0.7
543,2018-02-24,Home,L,1.0,2.0,HUD,1.2,1.1,53.0,WBA,47.0,20.0,27.0,20.0,20.0,17.0,27.0,27.0,24.0,52.4,1.4,1.1,2017,48.7,1.3,1.1
573,2018-03-03,Away,L,0.0,1.0,WAT,1.1,1.3,47.0,WBA,53.0,20.0,28.0,20.0,20.0,10.0,28.0,33.0,30.0,52.4,1.3,1.0,2017,60.5,1.7,1.1
592,2018-03-10,Home,L,1.0,4.0,LEI,0.3,2.1,44.0,WBA,56.0,20.0,29.0,20.0,20.0,8.0,29.0,37.0,36.0,52.4,1.3,1.0,2017,63.8,1.8,1.0
602,2018-03-17,Away,L,1.0,2.0,BOU,1.6,0.7,40.0,WBA,60.0,20.0,30.0,20.0,20.0,12.0,30.0,33.0,33.0,50.8,1.3,1.1,2017,55.9,1.8,1.3
611,2018-03-31,Home,L,1.0,2.0,BUR,0.5,1.3,47.0,WBA,53.0,20.0,31.0,20.0,20.0,7.0,30.0,43.0,40.0,50.1,1.3,1.1,2017,62.3,1.5,0.8
628,2018-04-07,Home,D,1.0,1.0,SWA,1.2,0.8,52.0,WBA,48.0,20.0,32.0,20.0,20.0,15.0,31.0,31.0,31.0,50.1,1.3,1.1,2017,52.3,1.3,1.1
665,2018-04-15,Away,W,1.0,0.0,MUN,0.7,0.7,30.0,WBA,70.0,20.0,33.0,21.0,20.0,2.0,32.0,71.0,68.0,52.2,1.4,1.1,2017,78.9,2.3,0.7
676,2018-04-21,Home,D,2.0,2.0,LIV,1.3,1.3,39.0,WBA,61.0,20.0,34.0,24.0,21.0,3.0,34.0,70.0,67.0,52.2,1.4,1.1,2017,89.3,2.9,0.5
692,2018-04-28,Away,W,1.0,0.0,NEW,0.7,1.8,38.0,WBA,62.0,20.0,35.0,25.0,24.0,10.0,34.0,41.0,41.0,54.5,1.5,1.1,2017,59.3,1.5,0.9
711,2018-05-05,Home,W,1.0,0.0,TOT,1.6,1.2,26.0,WBA,74.0,20.0,36.0,28.0,25.0,4.0,35.0,71.0,68.0,54.9,1.5,1.1,2017,85.1,2.6,0.6
744,2018-05-13,Away,L,0.0,2.0,CRY,0.2,2.2,41.0,WBA,59.0,19.0,37.0,31.0,28.0,11.0,37.0,41.0,38.0,54.7,1.4,1.0,2017,67.2,1.9,0.9
2291,2020-09-13,Home,L,0.0,3.0,LEI,0.4,2.8,36.0,WBA,64.0,,,,,,,,,60.2,1.6,1.0,2020,80.3,2.1,0.5
2296,2020-09-19,Away,L,2.0,5.0,EVE,0.3,3.9,29.0,WBA,71.0,16.0,1.0,0.0,,8.0,1.0,3.0,,58.2,1.6,1.1,2020,75.8,2.0,0.7
2320,2020-09-26,Home,D,3.0,3.0,CHE,0.6,2.0,25.0,WBA,75.0,20.0,2.0,0.0,0.0,11.0,2.0,3.0,3.0,58.4,1.6,1.1,2020,83.7,2.5,0.6
2355,2020-10-04,Away,L,0.0,2.0,SOU,0.2,1.2,38.0,WBA,62.0,17.0,3.0,1.0,0.0,15.0,3.0,3.0,0.0,58.3,1.6,1.1,2020,72.3,1.9,0.8
2374,2020-10-19,Home,D,0.0,0.0,BUR,0.8,1.1,57.0,WBA,43.0,17.0,4.0,1.0,1.0,18.0,3.0,0.0,0.0,58.6,1.6,1.0,2020,68.2,1.8,0.8
2395,2020-10-26,Away,D,1.0,1.0,BHA,0.4,0.5,50.0,WBA,50.0,17.0,5.0,2.0,1.0,16.0,5.0,4.0,3.0,59.6,1.6,1.0,2020,71.0,1.9,0.8
2415,2020-11-02,Away,L,0.0,2.0,FUL,0.5,1.5,53.0,WBA,47.0,17.0,6.0,3.0,2.0,20.0,6.0,1.0,1.0,59.0,1.6,1.0,2020,61.4,1.7,1.0
2432,2020-11-08,Home,L,0.0,1.0,TOT,0.8,1.9,42.0,WBA,58.0,18.0,7.0,3.0,3.0,3.0,7.0,14.0,11.0,58.9,1.5,1.0,2020,82.3,2.4,0.6
2443,2020-11-21,Away,L,0.0,1.0,MUN,0.6,2.4,37.0,WBA,63.0,18.0,8.0,3.0,3.0,14.0,7.0,10.0,7.0,58.6,1.5,1.0,2020,84.0,2.4,0.5
2465,2020-11-28,Home,W,1.0,0.0,SHU,1.2,2.9,49.0,WBA,51.0,19.0,9.0,3.0,3.0,20.0,9.0,1.0,1.0,58.6,1.5,1.0,2020,65.2,1.6,0.8
2489,2020-12-06,Home,L,1.0,5.0,CRY,0.7,1.6,50.0,WBA,50.0,18.0,10.0,6.0,3.0,15.0,10.0,13.0,13.0,55.2,1.5,1.1,2020,67.9,1.8,0.8
2496,2020-12-12,Away,L,1.0,2.0,NEW,0.6,0.8,54.0,WBA,46.0,19.0,11.0,6.0,6.0,13.0,10.0,14.0,11.0,55.2,1.5,1.1,2020,65.8,1.7,0.8
2515,2020-12-15,Away,D,1.0,1.0,MCI,0.4,2.2,23.0,WBA,77.0,19.0,12.0,6.0,6.0,9.0,11.0,19.0,18.0,56.0,1.5,1.1,2020,93.5,2.9,0.2
2545,2020-12-20,Home,L,0.0,3.0,AVL,0.0,2.4,33.0,WBA,67.0,19.0,13.0,7.0,6.0,11.0,11.0,19.0,18.0,54.4,1.5,1.1,2020,77.0,2.1,0.7
2571,2020-12-27,Away,D,1.0,1.0,LIV,0.6,1.5,23.0,WBA,77.0,19.0,14.0,7.0,7.0,1.0,14.0,31.0,28.0,53.3,1.5,1.1,2020,88.1,2.6,0.4
2583,2020-12-29,Home,L,0.0,5.0,LEE,0.5,1.2,25.0,WBA,75.0,19.0,15.0,8.0,7.0,12.0,15.0,20.0,17.0,53.3,1.5,1.1,2020,68.8,2.1,1.0
2600,2021-01-02,Home,L,0.0,4.0,ARS,1.0,3.7,39.0,WBA,61.0,19.0,16.0,8.0,8.0,13.0,16.0,20.0,17.0,51.6,1.5,1.2,2020,80.5,2.2,0.6
2620,2021-01-16,Away,W,3.0,2.0,WOL,2.4,1.5,33.0,WBA,67.0,19.0,17.0,8.0,8.0,14.0,18.0,22.0,22.0,51.6,1.5,1.2,2020,73.9,1.8,0.6
2639,2021-01-19,Away,L,1.0,2.0,WHU,0.5,2.0,41.0,WBA,59.0,19.0,19.0,11.0,8.0,7.0,19.0,32.0,26.0,53.0,1.5,1.2,2020,75.6,2.0,0.7
2655,2021-01-26,Home,L,0.0,5.0,MCI,0.5,1.8,23.0,WBA,77.0,19.0,19.0,11.0,11.0,2.0,18.0,38.0,38.0,52.3,1.5,1.2,2020,93.8,2.9,0.2
2674,2021-01-30,Home,D,2.0,2.0,FUL,1.0,1.3,38.0,WBA,62.0,19.0,20.0,11.0,11.0,18.0,19.0,13.0,12.0,52.3,1.5,1.2,2020,64.8,1.7,0.8
2697,2021-02-02,Away,L,1.0,2.0,SHU,1.6,1.3,32.0,WBA,68.0,19.0,21.0,12.0,11.0,20.0,21.0,8.0,8.0,52.3,1.6,1.3,2020,64.7,1.6,0.8
2721,2021-02-07,Away,L,0.0,2.0,TOT,0.6,1.5,35.0,WBA,65.0,19.0,22.0,12.0,12.0,8.0,21.0,33.0,33.0,52.4,1.5,1.3,2020,77.9,2.1,0.6
2740,2021-02-14,Home,D,1.0,1.0,MUN,1.0,0.5,27.0,WBA,73.0,19.0,23.0,12.0,12.0,2.0,23.0,45.0,44.0,53.8,1.6,1.2,2020,85.8,2.5,0.5
2759,2021-02-20,Away,D,0.0,0.0,BUR,1.6,0.5,38.0,WBA,62.0,19.0,24.0,13.0,12.0,15.0,24.0,27.0,27.0,53.8,1.6,1.2,2020,69.3,1.7,0.7
2780,2021-02-27,Home,W,1.0,0.0,BHA,0.8,2.9,32.0,WBA,68.0,19.0,25.0,14.0,13.0,16.0,25.0,26.0,26.0,55.1,1.6,1.1,2020,77.3,2.0,0.6
2809,2021-03-04,Home,L,0.0,1.0,EVE,1.0,1.0,49.0,WBA,51.0,19.0,27.0,17.0,14.0,5.0,26.0,46.0,40.0,55.2,1.6,1.1,2020,73.2,1.9,0.7
2821,2021-03-07,Home,D,0.0,0.0,NEW,2.0,0.5,53.0,WBA,47.0,19.0,27.0,17.0,17.0,17.0,26.0,26.0,25.0,56.6,1.6,1.1,2020,62.4,1.6,0.9
2839,2021-03-13,Away,L,0.0,1.0,CRY,0.8,1.2,55.0,WBA,45.0,19.0,28.0,18.0,17.0,13.0,28.0,34.0,34.0,56.6,1.6,1.1,2020,61.0,1.6,1.0
2860,2021-04-03,Away,W,5.0,2.0,CHE,1.6,2.1,35.0,WBA,65.0,19.0,29.0,18.0,18.0,4.0,29.0,51.0,50.0,59.4,1.7,1.1,2020,87.4,2.3,0.3
2897,2021-04-12,Home,W,3.0,0.0,SOU,3.0,1.5,40.0,WBA,60.0,19.0,30.0,21.0,18.0,13.0,30.0,36.0,33.0,61.3,1.7,1.0,2020,67.9,1.9,0.9
2919,2021-04-22,Away,L,0.0,3.0,LEI,0.5,2.1,28.0,WBA,72.0,19.0,31.0,24.0,21.0,3.0,31.0,56.0,56.0,61.3,1.7,1.0,2020,78.8,2.0,0.6
2933,2021-04-25,Away,D,2.0,2.0,AVL,1.5,3.2,30.0,WBA,70.0,19.0,32.0,24.0,24.0,11.0,31.0,44.0,44.0,59.8,1.7,1.1,2020,73.9,2.0,0.7
2953,2021-05-03,Home,D,1.0,1.0,WOL,1.1,1.0,43.0,WBA,57.0,19.0,33.0,25.0,24.0,12.0,33.0,41.0,41.0,59.8,1.7,1.1,2020,69.9,1.7,0.7
2969,2021-05-09,Away,L,1.0,3.0,ARS,1.8,0.9,35.0,WBA,65.0,19.0,34.0,26.0,25.0,9.0,34.0,49.0,46.0,61.0,1.8,1.1,2020,83.0,2.2,0.4
2995,2021-05-16,Home,L,1.0,2.0,LIV,1.0,1.9,24.0,WBA,76.0,19.0,35.0,26.0,26.0,5.0,35.0,60.0,60.0,60.1,1.8,1.1,2020,88.8,2.7,0.4
3018,2021-05-19,Home,L,1.0,3.0,WHU,1.1,3.4,52.0,WBA,48.0,19.0,36.0,26.0,26.0,7.0,36.0,59.0,58.0,60.1,1.8,1.1,2020,75.9,2.2,0.8
3032,2021-05-23,Away,L,1.0,3.0,LEE,1.0,2.3,36.0,WBA,64.0,19.0,37.0,26.0,26.0,10.0,37.0,56.0,53.0,59.7,1.8,1.2,2020,74.9,2.1,0.8
16,2017-08-13,Away,L,0.0,4.0,MUN,0.5,2.1,45.0,WHU,55.0,,,,,,,,,59.3,1.7,1.1,2017,82.9,2.3,0.5
22,2017-08-19,Away,L,2.0,3.0,SOU,2.0,2.1,34.0,WHU,66.0,20.0,1.0,0.0,,11.0,1.0,1.0,,59.5,1.8,1.1,2017,64.0,1.7,0.9
50,2017-08-26,Away,L,0.0,3.0,NEW,0.6,2.3,63.0,WHU,37.0,20.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,57.0,1.7,1.2,2017,53.7,1.4,1.1
79,2017-09-11,Home,W,2.0,0.0,HUD,1.7,0.4,44.0,WHU,56.0,20.0,3.0,0.0,0.0,3.0,3.0,7.0,6.0,58.0,1.7,1.2,2017,46.9,1.2,1.2
92,2017-09-16,Away,D,0.0,0.0,WBA,0.3,0.7,63.0,WHU,37.0,18.0,4.0,3.0,0.0,9.0,4.0,7.0,7.0,58.1,1.6,1.1,2017,55.6,1.4,1.0
111,2017-09-23,Home,L,2.0,3.0,TOT,0.6,1.2,49.0,WHU,51.0,17.0,5.0,4.0,3.0,5.0,5.0,8.0,7.0,58.5,1.7,1.1,2017,82.0,2.4,0.6
121,2017-09-30,Home,W,1.0,0.0,SWA,0.7,0.2,44.0,WHU,56.0,18.0,6.0,4.0,4.0,15.0,6.0,5.0,5.0,59.0,1.6,1.1,2017,54.1,1.4,1.0
150,2017-10-14,Away,D,1.0,1.0,BUR,0.9,1.2,38.0,WHU,62.0,15.0,7.0,7.0,4.0,6.0,7.0,12.0,9.0,59.0,1.6,1.1,2017,59.8,1.6,0.9
161,2017-10-20,Home,L,0.0,3.0,BHA,0.7,1.4,65.0,WHU,35.0,15.0,8.0,8.0,7.0,14.0,8.0,8.0,7.0,59.2,1.6,1.1,2017,48.0,1.2,1.1
192,2017-10-28,Away,D,2.0,2.0,CRY,0.8,2.6,45.0,WHU,55.0,16.0,9.0,8.0,8.0,20.0,9.0,3.0,3.0,55.7,1.6,1.2,2017,56.2,1.6,1.1
208,2017-11-04,Home,L,1.0,4.0,LIV,1.2,2.7,48.0,WHU,52.0,16.0,10.0,9.0,8.0,6.0,10.0,16.0,13.0,55.0,1.6,1.2,2017,81.8,2.6,0.7
236,2017-11-19,Away,L,0.0,2.0,WAT,1.6,1.0,42.0,WHU,58.0,18.0,11.0,9.0,9.0,9.0,11.0,15.0,15.0,54.5,1.6,1.2,2017,59.8,1.7,1.1
240,2017-11-24,Home,D,1.0,1.0,LEI,0.9,0.4,50.0,WHU,50.0,18.0,12.0,9.0,9.0,12.0,12.0,13.0,13.0,54.5,1.6,1.2,2017,61.9,1.7,1.0
277,2017-11-29,Away,L,0.0,4.0,EVE,1.1,1.5,56.0,WHU,44.0,18.0,13.0,10.0,9.0,16.0,13.0,12.0,12.0,52.9,1.5,1.2,2017,57.2,1.7,1.2
299,2017-12-03,Away,L,1.0,2.0,MCI,0.6,2.3,24.0,WHU,76.0,18.0,14.0,10.0,10.0,1.0,14.0,40.0,37.0,53.6,1.6,1.2,2017,89.2,3.0,0.5
313,2017-12-09,Home,W,1.0,0.0,CHE,0.3,1.2,31.0,WHU,69.0,19.0,15.0,10.0,10.0,3.0,15.0,32.0,29.0,53.6,1.6,1.2,2017,84.3,2.6,0.6
338,2017-12-13,Home,D,0.0,0.0,ARS,0.4,1.0,31.0,WHU,69.0,18.0,16.0,13.0,10.0,5.0,16.0,29.0,28.0,53.8,1.5,1.1,2017,83.9,2.7,0.7
349,2017-12-16,Away,W,3.0,0.0,STK,3.1,1.1,46.0,WHU,54.0,19.0,17.0,14.0,13.0,15.0,17.0,16.0,16.0,56.2,1.6,1.1,2017,55.2,1.6,1.2
375,2017-12-23,Home,L,2.0,3.0,NEW,2.1,1.7,64.0,WHU,36.0,15.0,18.0,17.0,14.0,18.0,18.0,15.0,15.0,54.8,1.7,1.2,2017,51.9,1.4,1.2
392,2017-12-26,Away,D,3.0,3.0,BOU,1.7,2.9,45.0,WHU,55.0,17.0,19.0,17.0,17.0,18.0,19.0,16.0,16.0,54.8,1.7,1.2,2017,54.3,1.6,1.2
428,2018-01-02,Home,W,2.0,1.0,WBA,1.3,1.0,53.0,WHU,47.0,18.0,20.0,18.0,17.0,19.0,21.0,16.0,15.0,55.6,1.7,1.2,2017,54.6,1.3,0.9
439,2018-01-04,Away,D,1.0,1.0,TOT,0.5,1.8,30.0,WHU,70.0,15.0,22.0,22.0,18.0,5.0,22.0,41.0,37.0,56.5,1.7,1.2,2017,83.8,2.5,0.6
453,2018-01-13,Away,W,4.0,1.0,HUD,0.9,0.7,37.0,WHU,63.0,15.0,22.0,22.0,22.0,11.0,22.0,24.0,24.0,58.3,1.8,1.2,2017,46.7,1.2,1.2
464,2018-01-20,Home,D,1.0,1.0,BOU,0.8,0.5,48.0,WHU,52.0,11.0,23.0,25.0,22.0,13.0,23.0,24.0,21.0,58.2,1.7,1.2,2017,57.2,1.7,1.1
485,2018-01-30,Home,D,1.0,1.0,CRY,1.1,0.9,41.0,WHU,59.0,11.0,24.0,26.0,25.0,13.0,24.0,25.0,25.0,58.2,1.7,1.1,2017,63.1,1.7,1.0
512,2018-02-03,Away,L,1.0,3.0,BHA,0.4,1.7,45.0,WHU,55.0,12.0,25.0,27.0,26.0,15.0,25.0,24.0,23.0,56.4,1.7,1.2,2017,51.6,1.3,1.1
525,2018-02-10,Home,W,2.0,0.0,WAT,1.5,0.6,37.0,WHU,63.0,12.0,26.0,27.0,27.0,11.0,26.0,30.0,27.0,57.2,1.7,1.2,2017,60.5,1.8,1.1
544,2018-02-24,Away,L,1.0,4.0,LIV,0.4,4.0,33.0,WHU,67.0,12.0,27.0,30.0,27.0,3.0,27.0,54.0,51.0,56.9,1.7,1.2,2017,88.8,3.1,0.6
561,2018-03-03,Away,L,1.0,4.0,SWA,0.4,1.8,54.0,WHU,46.0,13.0,28.0,30.0,30.0,18.0,28.0,27.0,27.0,54.8,1.7,1.3,2017,53.9,1.4,1.1
582,2018-03-10,Home,L,0.0,3.0,BUR,0.8,1.4,52.0,WHU,48.0,14.0,29.0,30.0,30.0,7.0,29.0,40.0,37.0,54.8,1.7,1.3,2017,59.9,1.5,0.9
616,2018-03-31,Home,W,3.0,0.0,SOU,1.4,0.5,49.0,WHU,51.0,17.0,30.0,30.0,30.0,17.0,30.0,28.0,28.0,54.4,1.7,1.3,2017,55.9,1.5,1.1
646,2018-04-08,Away,D,1.0,1.0,CHE,0.3,1.7,41.0,WHU,59.0,14.0,31.0,33.0,30.0,5.0,31.0,56.0,56.0,54.6,1.7,1.3,2017,80.0,2.4,0.7
666,2018-04-16,Home,D,1.0,1.0,STK,0.8,1.7,63.0,WHU,37.0,14.0,32.0,34.0,33.0,19.0,33.0,27.0,27.0,54.3,1.7,1.3,2017,51.9,1.4,1.2
685,2018-04-22,Away,L,1.0,4.0,ARS,0.8,1.8,33.0,WHU,67.0,14.0,33.0,35.0,34.0,6.0,33.0,54.0,54.0,53.9,1.7,1.3,2017,80.2,2.8,0.9
705,2018-04-29,Home,L,1.0,4.0,MCI,0.2,2.4,26.0,WHU,74.0,15.0,34.0,35.0,35.0,1.0,34.0,90.0,87.0,53.4,1.6,1.3,2017,91.3,3.1,0.5
716,2018-05-05,Away,W,2.0,0.0,LEI,1.6,0.5,47.0,WHU,53.0,15.0,35.0,35.0,35.0,9.0,35.0,44.0,44.0,53.4,1.6,1.3,2017,62.8,1.7,1.0
739,2018-05-10,Home,D,0.0,0.0,MUN,0.6,0.8,44.0,WHU,56.0,15.0,37.0,39.0,35.0,2.0,35.0,77.0,77.0,55.9,1.7,1.2,2017,78.6,2.2,0.7
742,2018-05-13,Home,W,3.0,1.0,EVE,1.1,1.6,57.0,WHU,43.0,15.0,37.0,39.0,39.0,8.0,37.0,49.0,48.0,57.1,1.7,1.2,2017,60.0,1.7,1.0
775,2018-08-12,Away,L,0.0,4.0,LIV,0.7,4.0,36.0,WHU,64.0,,,,,,,,,63.4,1.8,1.0,2018,89.5,2.7,0.4
784,2018-08-18,Home,L,1.0,2.0,BOU,1.2,1.3,61.0,WHU,39.0,20.0,1.0,0.0,,3.0,1.0,3.0,,62.3,1.8,1.0,2018,64.8,1.9,1.0
808,2018-08-25,Away,L,1.0,3.0,ARS,1.1,1.8,39.0,WHU,61.0,19.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,63.2,1.8,1.0,2018,80.5,2.5,0.8
820,2018-09-01,Home,L,0.0,1.0,WOL,1.1,1.0,48.0,WHU,52.0,20.0,3.0,0.0,0.0,14.0,3.0,2.0,1.0,62.8,1.8,1.0,2018,64.5,1.7,0.9
855,2018-09-16,Away,W,3.0,1.0,EVE,1.2,1.4,44.0,WHU,56.0,20.0,4.0,0.0,0.0,7.0,4.0,6.0,5.0,63.9,1.8,1.0,2018,65.3,1.8,0.9
877,2018-09-23,Home,D,0.0,0.0,CHE,1.0,1.5,29.0,WHU,71.0,16.0,5.0,3.0,0.0,1.0,5.0,15.0,12.0,63.7,1.8,1.0,2018,86.6,2.5,0.4
881,2018-09-29,Home,W,3.0,1.0,MUN,1.4,0.7,48.0,WHU,52.0,17.0,6.0,4.0,3.0,7.0,6.0,10.0,9.0,65.3,1.8,0.9,2018,79.8,2.2,0.6
900,2018-10-05,Away,L,0.0,1.0,BHA,1.4,1.2,64.0,WHU,36.0,14.0,7.0,7.0,4.0,15.0,7.0,5.0,5.0,65.3,1.8,0.9,2018,63.1,1.7,1.0
925,2018-10-20,Home,L,0.0,1.0,TOT,0.8,0.9,44.0,WHU,56.0,15.0,8.0,7.0,7.0,5.0,8.0,18.0,15.0,66.5,1.8,0.9,2018,84.8,2.4,0.5
947,2018-10-27,Away,D,1.0,1.0,LEI,1.4,1.7,36.0,WHU,64.0,14.0,9.0,7.0,7.0,11.0,9.0,12.0,12.0,66.6,1.8,0.9,2018,70.5,1.9,0.8
965,2018-11-03,Home,W,4.0,2.0,BUR,2.4,1.1,63.0,WHU,37.0,13.0,10.0,8.0,7.0,15.0,10.0,8.0,8.0,67.0,1.8,0.9,2018,56.3,1.6,1.1
987,2018-11-10,Away,D,1.0,1.0,HUD,1.7,1.1,56.0,WHU,44.0,13.0,11.0,11.0,8.0,18.0,11.0,6.0,3.0,67.2,1.8,0.9,2018,59.3,1.4,0.9
1011,2018-11-24,Home,L,0.0,4.0,MCI,0.9,2.7,31.0,WHU,69.0,13.0,12.0,12.0,11.0,1.0,12.0,32.0,29.0,66.8,1.8,0.9,2018,94.7,3.1,0.2
1031,2018-12-01,Away,W,3.0,0.0,NEW,2.5,1.0,41.0,WHU,59.0,14.0,13.0,12.0,12.0,13.0,13.0,12.0,9.0,66.8,1.8,0.9,2018,65.4,1.7,0.8
1046,2018-12-04,Home,W,3.0,1.0,CAR,1.7,2.1,60.0,WHU,40.0,13.0,14.0,15.0,12.0,16.0,14.0,11.0,8.0,68.5,1.9,0.9,2018,58.6,1.6,1.1
1073,2018-12-08,Home,W,3.0,2.0,CRY,1.2,0.7,49.0,WHU,51.0,13.0,15.0,18.0,15.0,15.0,15.0,12.0,12.0,68.5,1.9,0.9,2018,68.9,1.8,0.8
1087,2018-12-15,Away,W,2.0,0.0,FUL,0.8,1.3,44.0,WHU,56.0,11.0,16.0,21.0,18.0,20.0,16.0,9.0,9.0,69.2,1.9,0.9,2018,58.0,1.7,1.1
1117,2018-12-22,Home,L,0.0,2.0,WAT,2.0,2.3,52.0,WHU,48.0,9.0,17.0,24.0,21.0,10.0,17.0,24.0,21.0,68.2,1.9,0.9,2018,71.5,2.0,0.8
1138,2018-12-27,Away,W,2.0,1.0,SOU,1.2,1.2,54.0,WHU,46.0,12.0,18.0,24.0,24.0,16.0,18.0,15.0,12.0,68.2,1.9,0.9,2018,67.4,1.9,0.9
1154,2018-12-30,Away,L,0.0,2.0,BUR,0.8,2.7,57.0,WHU,43.0,9.0,19.0,27.0,24.0,18.0,19.0,12.0,12.0,66.0,1.9,1.0,2018,60.2,1.7,1.1
1169,2019-01-02,Home,D,2.0,2.0,BHA,0.8,0.7,55.0,WHU,45.0,11.0,20.0,27.0,27.0,13.0,20.0,25.0,22.0,66.0,1.9,1.0,2018,63.3,1.6,0.9
1180,2019-01-12,Home,W,1.0,0.0,ARS,0.6,0.7,42.0,WHU,58.0,10.0,21.0,28.0,27.0,5.0,21.0,41.0,38.0,66.9,1.9,0.9,2018,79.0,2.3,0.7
1213,2019-01-19,Away,L,0.0,2.0,BOU,1.1,1.1,61.0,WHU,39.0,9.0,22.0,31.0,28.0,12.0,22.0,27.0,27.0,67.0,1.8,0.9,2018,65.0,1.9,1.1
1229,2019-01-29,Away,L,0.0,3.0,WOL,0.2,2.2,45.0,WHU,55.0,10.0,23.0,31.0,31.0,8.0,23.0,32.0,29.0,65.3,1.8,0.9,2018,70.2,1.8,0.7
1258,2019-02-04,Home,D,1.0,1.0,LIV,0.8,1.1,27.0,WHU,73.0,12.0,24.0,31.0,31.0,1.0,24.0,61.0,60.0,66.1,1.8,0.9,2018,91.5,2.8,0.3
1270,2019-02-09,Away,D,1.0,1.0,CRY,1.7,2.6,42.0,WHU,58.0,12.0,25.0,32.0,31.0,14.0,25.0,26.0,23.0,66.1,1.8,0.9,2018,72.1,1.8,0.7
